Type;Parameter Type;Date;Time;Operator ID;Probe Model;Probe SN;Method Name;Sample ID;Primary Reading Value;Primary Reading Units;Supp Reading 1;Supp Units 1;Supp Reading 2;Supp Units 2;Supp Reading 3;Supp Units 3;Reading Setting 1;Reading Setting 2;Reading Setting 3;Reading Setting 4;Reading Message 1;Reading Message 2;Reading Message 3;Reading Message 4;Check Std Value;Check Std Units;Check Std Graph;Check Std Status;Calibration Status;Cal Date;Cal Time;Cal Operator ID;Cal Slope Name;Cal Slope;Cal Slope Aux;Cal Slope Units;Cal Offset;Cal Offset Units;Cal r2;Cal Number Of Std's;Cal Std 1;Cal Std 1 Units;Cal Std 1 Primary Value;Cal Std 1 Primary Units;Cal Std 1 Supp Value;Cal Std 2;Cal Std 2 Units;Cal Std 2 Primary Value;Cal Std 2 Primary Units;Cal Std 2 Supp Value;Cal Std 3;Cal Std 3 Units;Cal Std 3 Primary Value;Cal Std 3 Primary Units;Cal Std 3 Supp Value;Cal Std 4;Cal Std 4 Units;Cal Std 4 Primary Value;Cal Std 4 Primary Units;Cal Std 4 Supp Value;Cal Std 5;Cal Std 5 Units;Cal Std 5 Primary Value;Cal Std 5 Primary Units;Cal Std 5 Supp Value;Cal Std 6;Cal Std 6 Units;Cal Std 6 Primary Value;Cal Std 6 Primary Units;Cal Std 6 Supp Value;Cal Std 7;Cal Std 7 Units;Cal Std 7 Primary Value;Cal Std 7 Primary Units;Cal Std 7 Supp Value;Cal Std Supp Units;Cal Message 1;Cal Message 2;Cal Message 3;Cal Message 4;Date/Time POSIX;Cal Date/Time POSIX;Meter SN;Measurement Stability;Measurement Mode;Column1
RD;pH;4/26/2024;6:14:04 AM;Default;PHC301;SN 240462571090;Edited;Sample ID (28969);3.002;pH;28.5;°C;248.8;mV;;;;;;;;;;;;;;;OK;4/25/2024;12:22:34 PM;Default;Slope;-57.99;98;mV/pH;14.1;mV;0.9998;3;4;pH;187.6;mV;22.2;7.01;pH;11;mV;22;10.04;pH;-159.2;mV;22.5;;;;;;;;;;;;;;;;;;;;;°C;;;;;1714112044;1714047754;2.32E+11;;Interval;EndOfRecord
RD;CD;4/26/2024;6:14:04 AM;Default;CDC401;SN 231662582599;Edited;Sample ID (28969);41.3;mS/cm;28.5;°C;44.3;mS/cm;;;NaCl/Non-Linear;Reference Temperature = 25 °C;;;;;;;;;;;OK;4/19/2024;3:08:41 PM;Default;K;0.366;;cm⁻¹;;;;1;30000;µS/cm;28.4;mS/cm;22.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;°C;;;;;1714112044;1713539321;2.32E+11;;Interval;EndOfRecord
RD;pH;4/26/2024;6:13:04 AM;Default;PHC301;SN 240462571090;Edited;Sample ID (28968);3.002;pH;28.6;°C;248.8;mV;;;;;;;;;;;;;;;OK;4/25/2024;12:22:34 PM;Default;Slope;-57.99;98;mV/pH;14.1;mV;0.9998;3;4;pH;187.6;mV;22.2;7.01;pH;11;mV;22;10.04;pH;-159.2;mV;22.5;;;;;;;;;;;;;;;;;;;;;°C;;;;;1714111984;1714047754;2.32E+11;;Interval;EndOfRecord
RD;CD;4/26/2024;6:13:04 AM;Default;CDC401;SN 231662582599;Edited;Sample ID (28968);41.3;mS/cm;28.6;°C;44.3;mS/cm;;;NaCl/Non-Linear;Reference Temperature = 25 °C;;;;;;;;;;;OK;4/19/2024;3:08:41 PM;Default;K;0.366;;cm⁻¹;;;;1;30000;µS/cm;28.4;mS/cm;22.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;°C;;;;;1714111984;1713539321;2.32E+11;;Interval;EndOfRecord
RD;pH;4/26/2024;6:12:05 AM;Default;PHC301;SN 240462571090;Edited;Sample ID (28967);3.002;pH;28.6;°C;248.8;mV;;;;;;;;;;;;;;;OK;4/25/2024;12:22:34 PM;Default;Slope;-57.99;98;mV/pH;14.1;mV;0.9998;3;4;pH;187.6;mV;22.2;7.01;pH;11;mV;22;10.04;pH;-159.2;mV;22.5;;;;;;;;;;;;;;;;;;;;;°C;;;;;1714111925;1714047754;2.32E+11;;Interval;EndOfRecord
RD;CD;4/26/2024;6:12:05 AM;Default;CDC401;SN 231662582599;Edited;Sample ID (28967);41.4;mS/cm;28.7;°C;44.4;mS/cm;;;NaCl/Non-Linear;Reference Temperature = 25 °C;;;;;;;;;;;OK;4/19/2024;3:08:41 PM;Default;K;0.366;;cm⁻¹;;;;1;30000;µS/cm;28.4;mS/cm;22.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;°C;;;;;1714111925;1713539321;2.32E+11;;Interval;EndOfRecord
RD;pH;4/26/2024;6:11:04 AM;Default;PHC301;SN 240462571090;Edited;Sample ID (28966);3.003;pH;28.8;°C;248.8;mV;;;;;;;;;;;;;;;OK;4/25/2024;12:22:34 PM;Default;Slope;-57.99;98;mV/pH;14.1;mV;0.9998;3;4;pH;187.6;mV;22.2;7.01;pH;11;mV;22;10.04;pH;-159.2;mV;22.5;;;;;;;;;;;;;;;;;;;;;°C;;;;;1714111864;1714047754;2.32E+11;;Interval;EndOfRecord
RD;CD;4/26/2024;6:11:04 AM;Default;CDC401;SN 231662582599;Edited;Sample ID (28966);41.4;mS/cm;28.7;°C;44.5;mS/cm;;;NaCl/Non-Linear;Reference Temperature = 25 °C;;;;;;;;;;;OK;4/19/2024;3:08:41 PM;Default;K;0.366;;cm⁻¹;;;;1;30000;µS/cm;28.4;mS/cm;22.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;°C;;;;;1714111864;1713539321;2.32E+11;;Interval;EndOfRecord
RD;pH;4/26/2024;6:10:03 AM;Default;PHC301;SN 240462571090;Edited;Sample ID (28965);3.003;pH;28.8;°C;248.9;mV;;;;;;;;;;;;;;;OK;4/25/2024;12:22:34 PM;Default;Slope;-57.99;98;mV/pH;14.1;mV;0.9998;3;4;pH;187.6;mV;22.2;7.01;pH;11;mV;22;10.04;pH;-159.2;mV;22.5;;;;;;;;;;;;;;;;;;;;;°C;;;;;1714111803;1714047754;2.32E+11;;Interval;EndOfRecord
RD;CD;4/26/2024;6:10:03 AM;Default;CDC401;SN 231662582599;Edited;Sample ID (28965);41.4;mS/cm;28.8;°C;44.6;mS/cm;;;NaCl/Non-Linear;Reference Temperature = 25 °C;;;;;;;;;;;OK;4/19/2024;3:08:41 PM;Default;K;0.366;;cm⁻¹;;;;1;30000;µS/cm;28.4;mS/cm;22.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;°C;;;;;1714111803;1713539321;2.32E+11;;Interval;EndOfRecord
RD;pH;4/26/2024;6:09:03 AM;Default;PHC301;SN 240462571090;Edited;Sample ID (28964);3.003;pH;28.9;°C;248.9;mV;;;;;;;;;;;;;;;OK;4/25/2024;12:22:34 PM;Default;Slope;-57.99;98;mV/pH;14.1;mV;0.9998;3;4;pH;187.6;mV;22.2;7.01;pH;11;mV;22;10.04;pH;-159.2;mV;22.5;;;;;;;;;;;;;;;;;;;;;°C;;;;;1714111743;1714047754;2.32E+11;;Interval;EndOfRecord
RD;CD;4/26/2024;6:09:03 AM;Default;CDC401;SN 231662582599;Edited;Sample ID (28964);41.4;mS/cm;28.9;°C;44.6;mS/cm;;;NaCl/Non-Linear;Reference Temperature = 25 °C;;;;;;;;;;;OK;4/19/2024;3:08:41 PM;Default;K;0.366;;cm⁻¹;;;;1;30000;µS/cm;28.4;mS/cm;22.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;°C;;;;;1714111743;1713539321;2.32E+11;;Interval;EndOfRecord
RD;pH;4/26/2024;6:08:03 AM;Default;PHC301;SN 240462571090;Edited;Sample ID (28963);3.004;pH;28.9;°C;248.9;mV;;;;;;;;;;;;;;;OK;4/25/2024;12:22:34 PM;Default;Slope;-57.99;98;mV/pH;14.1;mV;0.9998;3;4;pH;187.6;mV;22.2;7.01;pH;11;mV;22;10.04;pH;-159.2;mV;22.5;;;;;;;;;;;;;;;;;;;;;°C;;;;;1714111683;1714047754;2.32E+11;;Interval;EndOfRecord
RD;CD;4/26/2024;6:08:03 AM;Default;CDC401;SN 231662582599;Edited;Sample ID (28963);41.4;mS/cm;28.9;°C;44.7;mS/cm;;;NaCl/Non-Linear;Reference Temperature = 25 °C;;;;;;;;;;;OK;4/19/2024;3:08:41 PM;Default;K;0.366;;cm⁻¹;;;;1;30000;µS/cm;28.4;mS/cm;22.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;°C;;;;;1714111683;1713539321;2.32E+11;;Interval;EndOfRecord
RD;pH;4/26/2024;6:07:04 AM;Default;PHC301;SN 240462571090;Edited;Sample ID (28962);3.004;pH;29.1;°C;248.9;mV;;;;;;;;;;;;;;;OK;4/25/2024;12:22:34 PM;Default;Slope;-57.99;98;mV/pH;14.1;mV;0.9998;3;4;pH;187.6;mV;22.2;7.01;pH;11;mV;22;10.04;pH;-159.2;mV;22.5;;;;;;;;;;;;;;;;;;;;;°C;;;;;1714111624;1714047754;2.32E+11;;Interval;EndOfRecord
RD;CD;4/26/2024;6:07:04 AM;Default;CDC401;SN 231662582599;Edited;Sample ID (28962);41.4;mS/cm;29;°C;44.7;mS/cm;;;NaCl/Non-Linear;Reference Temperature = 25 °C;;;;;;;;;;;OK;4/19/2024;3:08:41 PM;Default;K;0.366;;cm⁻¹;;;;1;30000;µS/cm;28.4;mS/cm;22.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;°C;;;;;1714111624;1713539321;2.32E+11;;Interval;EndOfRecord
RD;pH;4/26/2024;6:06:03 AM;Default;PHC301;SN 240462571090;Edited;Sample ID (28961);3.005;pH;29.1;°C;249.1;mV;;;;;;;;;;;;;;;OK;4/25/2024;12:22:34 PM;Default;Slope;-57.99;98;mV/pH;14.1;mV;0.9998;3;4;pH;187.6;mV;22.2;7.01;pH;11;mV;22;10.04;pH;-159.2;mV;22.5;;;;;;;;;;;;;;;;;;;;;°C;;;;;1714111563;1714047754;2.32E+11;;Interval;EndOfRecord
RD;CD;4/26/2024;6:06:03 AM;Default;CDC401;SN 231662582599;Edited;Sample ID (28961);41.4;mS/cm;29.1;°C;44.8;mS/cm;;;NaCl/Non-Linear;Reference Temperature = 25 °C;;;;;;;;;;;OK;4/19/2024;3:08:41 PM;Default;K;0.366;;cm⁻¹;;;;1;30000;µS/cm;28.4;mS/cm;22.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;°C;;;;;1714111563;1713539321;2.32E+11;;Interval;EndOfRecord
RD;pH;4/26/2024;6:05:03 AM;Default;PHC301;SN 240462571090;Edited;Sample ID (28960);3.005;pH;29.2;°C;249.1;mV;;;;;;;;;;;;;;;OK;4/25/2024;12:22:34 PM;Default;Slope;-57.99;98;mV/pH;14.1;mV;0.9998;3;4;pH;187.6;mV;22.2;7.01;pH;11;mV;22;10.04;pH;-159.2;mV;22.5;;;;;;;;;;;;;;;;;;;;;°C;;;;;1714111503;1714047754;2.32E+11;;Interval;EndOfRecord
RD;CD;4/26/2024;6:05:03 AM;Default;CDC401;SN 231662582599;Edited;Sample ID (28960);41.4;mS/cm;29.2;°C;44.8;mS/cm;;;NaCl/Non-Linear;Reference Temperature = 25 °C;;;;;;;;;;;OK;4/19/2024;3:08:41 PM;Default;K;0.366;;cm⁻¹;;;;1;30000;µS/cm;28.4;mS/cm;22.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;°C;;;;;1714111503;1713539321;2.32E+11;;Interval;EndOfRecord
RD;pH;4/26/2024;6:04:04 AM;Default;PHC301;SN 240462571090;Edited;Sample ID (28959);3.006;pH;29.2;°C;249.1;mV;;;;;;;;;;;;;;;OK;4/25/2024;12:22:34 PM;Default;Slope;-57.99;98;mV/pH;14.1;mV;0.9998;3;4;pH;187.6;mV;22.2;7.01;pH;11;mV;22;10.04;pH;-159.2;mV;22.5;;;;;;;;;;;;;;;;;;;;;°C;;;;;1714111444;1714047754;2.32E+11;;Interval;EndOfRecord
RD;CD;4/26/2024;6:04:04 AM;Default;CDC401;SN 231662582599;Edited;Sample ID (28959);41.3;mS/cm;29.2;°C;44.9;mS/cm;;;NaCl/Non-Linear;Reference Temperature = 25 °C;;;;;;;;;;;OK;4/19/2024;3:08:41 PM;Default;K;0.366;;cm⁻¹;;;;1;30000;µS/cm;28.4;mS/cm;22.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;°C;;;;;1714111444;1713539321;2.32E+11;;Interval;EndOfRecord
RD;pH;4/26/2024;6:03:03 AM;Default;PHC301;SN 240462571090;Edited;Sample ID (28958);3.006;pH;29.4;°C;249.1;mV;;;;;;;;;;;;;;;OK;4/25/2024;12:22:34 PM;Default;Slope;-57.99;98;mV/pH;14.1;mV;0.9998;3;4;pH;187.6;mV;22.2;7.01;pH;11;mV;22;10.04;pH;-159.2;mV;22.5;;;;;;;;;;;;;;;;;;;;;°C;;;;;1714111383;1714047754;2.32E+11;;Interval;EndOfRecord
RD;CD;4/26/2024;6:03:03 AM;Default;CDC401;SN 231662582599;Edited;Sample ID (28958);41.4;mS/cm;29.3;°C;45;mS/cm;;;NaCl/Non-Linear;Reference Temperature = 25 °C;;;;;;;;;;;OK;4/19/2024;3:08:41 PM;Default;K;0.366;;cm⁻¹;;;;1;30000;µS/cm;28.4;mS/cm;22.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;°C;;;;;1714111383;1713539321;2.32E+11;;Interval;EndOfRecord
RD;pH;4/26/2024;6:02:05 AM;Default;PHC301;SN 240462571090;Edited;Sample ID (28957);3.006;pH;29.4;°C;249.2;mV;;;;;;;;;;;;;;;OK;4/25/2024;12:22:34 PM;Default;Slope;-57.99;98;mV/pH;14.1;mV;0.9998;3;4;pH;187.6;mV;22.2;7.01;pH;11;mV;22;10.04;pH;-159.2;mV;22.5;;;;;;;;;;;;;;;;;;;;;°C;;;;;1714111325;1714047754;2.32E+11;;Interval;EndOfRecord
RD;CD;4/26/2024;6:02:05 AM;Default;CDC401;SN 231662582599;Edited;Sample ID (28957);41.3;mS/cm;29.4;°C;45;mS/cm;;;NaCl/Non-Linear;Reference Temperature = 25 °C;;;;;;;;;;;OK;4/19/2024;3:08:41 PM;Default;K;0.366;;cm⁻¹;;;;1;30000;µS/cm;28.4;mS/cm;22.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;°C;;;;;1714111325;1713539321;2.32E+11;;Interval;EndOfRecord
RD;pH;4/26/2024;6:01:04 AM;Default;PHC301;SN 240462571090;Edited;Sample ID (28956);3.008;pH;29.5;°C;249.2;mV;;;;;;;;;;;;;;;OK;4/25/2024;12:22:34 PM;Default;Slope;-57.99;98;mV/pH;14.1;mV;0.9998;3;4;pH;187.6;mV;22.2;7.01;pH;11;mV;22;10.04;pH;-159.2;mV;22.5;;;;;;;;;;;;;;;;;;;;;°C;;;;;1714111264;1714047754;2.32E+11;;Interval;EndOfRecord
RD;CD;4/26/2024;6:01:04 AM;Default;CDC401;SN 231662582599;Edited;Sample ID (28956);41.3;mS/cm;29.5;°C;45;mS/cm;;;NaCl/Non-Linear;Reference Temperature = 25 °C;;;;;;;;;;;OK;4/19/2024;3:08:41 PM;Default;K;0.366;;cm⁻¹;;;;1;30000;µS/cm;28.4;mS/cm;22.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;°C;;;;;1714111264;1713539321;2.32E+11;;Interval;EndOfRecord
RD;pH;4/26/2024;6:00:04 AM;Default;PHC301;SN 240462571090;Edited;Sample ID (28955);3.008;pH;29.5;°C;249.2;mV;;;;;;;;;;;;;;;OK;4/25/2024;12:22:34 PM;Default;Slope;-57.99;98;mV/pH;14.1;mV;0.9998;3;4;pH;187.6;mV;22.2;7.01;pH;11;mV;22;10.04;pH;-159.2;mV;22.5;;;;;;;;;;;;;;;;;;;;;°C;;;;;1714111204;1714047754;2.32E+11;;Interval;EndOfRecord
RD;CD;4/26/2024;6:00:04 AM;Default;CDC401;SN 231662582599;Edited;Sample ID (28955);41.3;mS/cm;29.5;°C;45.1;mS/cm;;;NaCl/Non-Linear;Reference Temperature = 25 °C;;;;;;;;;;;OK;4/19/2024;3:08:41 PM;Default;K;0.366;;cm⁻¹;;;;1;30000;µS/cm;28.4;mS/cm;22.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;°C;;;;;1714111204;1713539321;2.32E+11;;Interval;EndOfRecord
RD;pH;4/26/2024;5:59:04 AM;Default;PHC301;SN 240462571090;Edited;Sample ID (28954);3.008;pH;29.7;°C;249.2;mV;;;;;;;;;;;;;;;OK;4/25/2024;12:22:34 PM;Default;Slope;-57.99;98;mV/pH;14.1;mV;0.9998;3;4;pH;187.6;mV;22.2;7.01;pH;11;mV;22;10.04;pH;-159.2;mV;22.5;;;;;;;;;;;;;;;;;;;;;°C;;;;;1714111144;1714047754;2.32E+11;;Interval;EndOfRecord
RD;CD;4/26/2024;5:59:04 AM;Default;CDC401;SN 231662582599;Edited;Sample ID (28954);41.3;mS/cm;29.6;°C;45.2;mS/cm;;;NaCl/Non-Linear;Reference Temperature = 25 °C;;;;;;;;;;;OK;4/19/2024;3:08:41 PM;Default;K;0.366;;cm⁻¹;;;;1;30000;µS/cm;28.4;mS/cm;22.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;°C;;;;;1714111144;1713539321;2.32E+11;;Interval;EndOfRecord
RD;pH;4/26/2024;5:58:04 AM;Default;PHC301;SN 240462571090;Edited;Sample ID (28953);3.008;pH;29.7;°C;249.3;mV;;;;;;;;;;;;;;;OK;4/25/2024;12:22:34 PM;Default;Slope;-57.99;98;mV/pH;14.1;mV;0.9998;3;4;pH;187.6;mV;22.2;7.01;pH;11;mV;22;10.04;pH;-159.2;mV;22.5;;;;;;;;;;;;;;;;;;;;;°C;;;;;1714111084;1714047754;2.32E+11;;Interval;EndOfRecord
RD;CD;4/26/2024;5:58:04 AM;Default;CDC401;SN 231662582599;Edited;Sample ID (28953);41.3;mS/cm;29.7;°C;45.2;mS/cm;;;NaCl/Non-Linear;Reference Temperature = 25 °C;;;;;;;;;;;OK;4/19/2024;3:08:41 PM;Default;K;0.366;;cm⁻¹;;;;1;30000;µS/cm;28.4;mS/cm;22.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;°C;;;;;1714111084;1713539321;2.32E+11;;Interval;EndOfRecord
RD;pH;4/26/2024;5:57:03 AM;Default;PHC301;SN 240462571090;Edited;Sample ID (28952);3.009;pH;29.8;°C;249.3;mV;;;;;;;;;;;;;;;OK;4/25/2024;12:22:34 PM;Default;Slope;-57.99;98;mV/pH;14.1;mV;0.9998;3;4;pH;187.6;mV;22.2;7.01;pH;11;mV;22;10.04;pH;-159.2;mV;22.5;;;;;;;;;;;;;;;;;;;;;°C;;;;;1714111023;1714047754;2.32E+11;;Interval;EndOfRecord
RD;CD;4/26/2024;5:57:03 AM;Default;CDC401;SN 231662582599;Edited;Sample ID (28952);41.3;mS/cm;29.8;°C;45.3;mS/cm;;;NaCl/Non-Linear;Reference Temperature = 25 °C;;;;;;;;;;;OK;4/19/2024;3:08:41 PM;Default;K;0.366;;cm⁻¹;;;;1;30000;µS/cm;28.4;mS/cm;22.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;°C;;;;;1714111023;1713539321;2.32E+11;;Interval;EndOfRecord
RD;pH;4/26/2024;5:56:04 AM;Default;PHC301;SN 240462571090;Edited;Sample ID (28951);3.009;pH;29.8;°C;249.4;mV;;;;;;;;;;;;;;;OK;4/25/2024;12:22:34 PM;Default;Slope;-57.99;98;mV/pH;14.1;mV;0.9998;3;4;pH;187.6;mV;22.2;7.01;pH;11;mV;22;10.04;pH;-159.2;mV;22.5;;;;;;;;;;;;;;;;;;;;;°C;;;;;1714110964;1714047754;2.32E+11;;Interval;EndOfRecord
RD;CD;4/26/2024;5:56:04 AM;Default;CDC401;SN 231662582599;Edited;Sample ID (28951);41.3;mS/cm;29.9;°C;45.4;mS/cm;;;NaCl/Non-Linear;Reference Temperature = 25 °C;;;;;;;;;;;OK;4/19/2024;3:08:41 PM;Default;K;0.366;;cm⁻¹;;;;1;30000;µS/cm;28.4;mS/cm;22.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;°C;;;;;1714110964;1713539321;2.32E+11;;Interval;EndOfRecord
RD;pH;4/26/2024;5:55:04 AM;Default;PHC301;SN 240462571090;Edited;Sample ID (28950);3.009;pH;30;°C;249.4;mV;;;;;;;;;;;;;;;OK;4/25/2024;12:22:34 PM;Default;Slope;-57.99;98;mV/pH;14.1;mV;0.9998;3;4;pH;187.6;mV;22.2;7.01;pH;11;mV;22;10.04;pH;-159.2;mV;22.5;;;;;;;;;;;;;;;;;;;;;°C;;;;;1714110904;1714047754;2.32E+11;;Interval;EndOfRecord
RD;CD;4/26/2024;5:55:04 AM;Default;CDC401;SN 231662582599;Edited;Sample ID (28950);41.3;mS/cm;30;°C;45.4;mS/cm;;;NaCl/Non-Linear;Reference Temperature = 25 °C;;;;;;;;;;;OK;4/19/2024;3:08:41 PM;Default;K;0.366;;cm⁻¹;;;;1;30000;µS/cm;28.4;mS/cm;22.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;°C;;;;;1714110904;1713539321;2.32E+11;;Interval;EndOfRecord
RD;pH;4/26/2024;5:54:04 AM;Default;PHC301;SN 240462571090;Edited;Sample ID (28949);3.01;pH;30;°C;249.4;mV;;;;;;;;;;;;;;;OK;4/25/2024;12:22:34 PM;Default;Slope;-57.99;98;mV/pH;14.1;mV;0.9998;3;4;pH;187.6;mV;22.2;7.01;pH;11;mV;22;10.04;pH;-159.2;mV;22.5;;;;;;;;;;;;;;;;;;;;;°C;;;;;1714110844;1714047754;2.32E+11;;Interval;EndOfRecord
RD;CD;4/26/2024;5:54:04 AM;Default;CDC401;SN 231662582599;Edited;Sample ID (28949);41.3;mS/cm;30;°C;45.5;mS/cm;;;NaCl/Non-Linear;Reference Temperature = 25 °C;;;;;;;;;;;OK;4/19/2024;3:08:41 PM;Default;K;0.366;;cm⁻¹;;;;1;30000;µS/cm;28.4;mS/cm;22.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;°C;;;;;1714110844;1713539321;2.32E+11;;Interval;EndOfRecord
RD;pH;4/26/2024;5:53:03 AM;Default;PHC301;SN 240462571090;Edited;Sample ID (28948);3.01;pH;30.2;°C;249.6;mV;;;;;;;;;;;;;;;OK;4/25/2024;12:22:34 PM;Default;Slope;-57.99;98;mV/pH;14.1;mV;0.9998;3;4;pH;187.6;mV;22.2;7.01;pH;11;mV;22;10.04;pH;-159.2;mV;22.5;;;;;;;;;;;;;;;;;;;;;°C;;;;;1714110783;1714047754;2.32E+11;;Interval;EndOfRecord
RD;CD;4/26/2024;5:53:03 AM;Default;CDC401;SN 231662582599;Edited;Sample ID (28948);41.3;mS/cm;30.1;°C;45.6;mS/cm;;;NaCl/Non-Linear;Reference Temperature = 25 °C;;;;;;;;;;;OK;4/19/2024;3:08:41 PM;Default;K;0.366;;cm⁻¹;;;;1;30000;µS/cm;28.4;mS/cm;22.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;°C;;;;;1714110783;1713539321;2.32E+11;;Interval;EndOfRecord
RD;pH;4/26/2024;5:52:03 AM;Default;PHC301;SN 240462571090;Edited;Sample ID (28947);3.01;pH;30.2;°C;249.6;mV;;;;;;;;;;;;;;;OK;4/25/2024;12:22:34 PM;Default;Slope;-57.99;98;mV/pH;14.1;mV;0.9998;3;4;pH;187.6;mV;22.2;7.01;pH;11;mV;22;10.04;pH;-159.2;mV;22.5;;;;;;;;;;;;;;;;;;;;;°C;;;;;1714110723;1714047754;2.32E+11;;Interval;EndOfRecord
RD;CD;4/26/2024;5:52:03 AM;Default;CDC401;SN 231662582599;Edited;Sample ID (28947);41.3;mS/cm;30.2;°C;45.7;mS/cm;;;NaCl/Non-Linear;Reference Temperature = 25 °C;;;;;;;;;;;OK;4/19/2024;3:08:41 PM;Default;K;0.366;;cm⁻¹;;;;1;30000;µS/cm;28.4;mS/cm;22.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;°C;;;;;1714110723;1713539321;2.32E+11;;Interval;EndOfRecord
RD;pH;4/26/2024;5:51:03 AM;Default;PHC301;SN 240462571090;Edited;Sample ID (28946);3.01;pH;30.3;°C;249.6;mV;;;;;;;;;;;;;;;OK;4/25/2024;12:22:34 PM;Default;Slope;-57.99;98;mV/pH;14.1;mV;0.9998;3;4;pH;187.6;mV;22.2;7.01;pH;11;mV;22;10.04;pH;-159.2;mV;22.5;;;;;;;;;;;;;;;;;;;;;°C;;;;;1714110663;1714047754;2.32E+11;;Interval;EndOfRecord
RD;CD;4/26/2024;5:51:03 AM;Default;CDC401;SN 231662582599;Edited;Sample ID (28946);41.3;mS/cm;30.3;°C;45.7;mS/cm;;;NaCl/Non-Linear;Reference Temperature = 25 °C;;;;;;;;;;;OK;4/19/2024;3:08:41 PM;Default;K;0.366;;cm⁻¹;;;;1;30000;µS/cm;28.4;mS/cm;22.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;°C;;;;;1714110663;1713539321;2.32E+11;;Interval;EndOfRecord
RD;pH;4/26/2024;5:50:04 AM;Default;PHC301;SN 240462571090;Edited;Sample ID (28945);3.012;pH;30.3;°C;249.7;mV;;;;;;;;;;;;;;;OK;4/25/2024;12:22:34 PM;Default;Slope;-57.99;98;mV/pH;14.1;mV;0.9998;3;4;pH;187.6;mV;22.2;7.01;pH;11;mV;22;10.04;pH;-159.2;mV;22.5;;;;;;;;;;;;;;;;;;;;;°C;;;;;1714110604;1714047754;2.32E+11;;Interval;EndOfRecord
RD;CD;4/26/2024;5:50:04 AM;Default;CDC401;SN 231662582599;Edited;Sample ID (28945);41.3;mS/cm;30.4;°C;45.8;mS/cm;;;NaCl/Non-Linear;Reference Temperature = 25 °C;;;;;;;;;;;OK;4/19/2024;3:08:41 PM;Default;K;0.366;;cm⁻¹;;;;1;30000;µS/cm;28.4;mS/cm;22.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;°C;;;;;1714110604;1713539321;2.32E+11;;Interval;EndOfRecord
RD;pH;4/26/2024;5:49:04 AM;Default;PHC301;SN 240462571090;Edited;Sample ID (28944);3.012;pH;30.5;°C;249.7;mV;;;;;;;;;;;;;;;OK;4/25/2024;12:22:34 PM;Default;Slope;-57.99;98;mV/pH;14.1;mV;0.9998;3;4;pH;187.6;mV;22.2;7.01;pH;11;mV;22;10.04;pH;-159.2;mV;22.5;;;;;;;;;;;;;;;;;;;;;°C;;;;;1714110544;1714047754;2.32E+11;;Interval;EndOfRecord
RD;CD;4/26/2024;5:49:04 AM;Default;CDC401;SN 231662582599;Edited;Sample ID (28944);41.3;mS/cm;30.5;°C;45.8;mS/cm;;;NaCl/Non-Linear;Reference Temperature = 25 °C;;;;;;;;;;;OK;4/19/2024;3:08:41 PM;Default;K;0.366;;cm⁻¹;;;;1;30000;µS/cm;28.4;mS/cm;22.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;°C;;;;;1714110544;1713539321;2.32E+11;;Interval;EndOfRecord
RD;pH;4/26/2024;5:48:04 AM;Default;PHC301;SN 240462571090;Edited;Sample ID (28943);3.012;pH;30.5;°C;249.7;mV;;;;;;;;;;;;;;;OK;4/25/2024;12:22:34 PM;Default;Slope;-57.99;98;mV/pH;14.1;mV;0.9998;3;4;pH;187.6;mV;22.2;7.01;pH;11;mV;22;10.04;pH;-159.2;mV;22.5;;;;;;;;;;;;;;;;;;;;;°C;;;;;1714110484;1714047754;2.32E+11;;Interval;EndOfRecord
